comment, channel
"What happened to the the GOP, you used to be respected. smh", FOX
"I&#39;m glad she finished with God bless the United States of America!", FOX
"The Republicans are a joke, they don&#39;t care about America,  they have no balls, &amp; the democrats has moved into communism. What chance dose America have?", FOX
"And Trump was stoled in front of everybody face", FOX
"How awesome ! How prophetic.. Still believe - the best is yet to come!!!!", FOX
"God I miss him", FOX
"Trump is one of the top 3 presidents we&#39;ve had in 250 years", FOX
"Even though iam not American, I feel proud and I miss this man, the true president of the USA. Come back president Trump. 🇬🇧🇬🇧🇬🇧", FOX
"Trumptraitor<br>TRUMPLOST", FOX
"I can’t stand Mike Pence. He is too much a “Swamp Creature”.", FOX
"It’s really sad that America didn’t come through for Donald Trump and prevent what is proving to be the worst president in our history from getting elected. He’s even worse than Obama.", FOX
"Rubbish!", FOX
"The United States of America will stand as i will stand with her and overcome socialism and selling out to China&#39;s long reaching arms. It would be best to awaken Republicans!", FOX
"He makes me proud to be an American,  We miss you Sir, It just isn&#39;t the same without you. our country is Hopeless , But I still Pray that Justice will Prevail, and you will Rise up and with you we can do anything.", FOX
"Amen !", FOX
"never more true.... DATE 15 MAY 2021", FOX
"We L O V E TRUMP 👑👑👑❤❤❤🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱", FOX
"Look at this fake right beauty talking about her fake right messiah who ain&#39;t even in office and has abandoned you long time to &#39;little horn&#39; . is this a joke? y&#39;now, like woke miliitary?", FOX
"Sorry, not buying it again.  Trump brought in the killer vaccine, someone who doesn&#39;t vax his own, self admittingly.  The greatest deception ever!", FOX
"What good is the Supreme Court when they can&#39;t be bothered to administer Justice? ( I believe they are &quot;AFRAID&quot; they will be taken out if they actually due their job ) I believe the Justice&#39;s are afraid for their lives, if they allow any investigation of the Auction, I mean &quot;Election:", FOX
"Pray we the American people for our  Country and our constitution  our President Donald Trump and our families our freedom  of religion and the Freedom of speech and America as we know it  and the destruction of the SWAMP in our government", FOX
"HOW IN YHE WOrld did we end up with KJoe Biden?? Like a dream that turned in to a nightmare.", FOX
"This video was shadow-banned from so many people!", FOX
"The Father of all Nations,the father for his family", FOX
"Amen praise God", FOX
"Amen", FOX
"The leaders and billionears politics sold the Country and paid illegal they brought in by forced is their weapon to destroyed innocent people and the Country,these unloved politics game destroyed the brain and brave of the innocent citizens the founders and Innocent Soldiers, now President Elect Trump is the most brain and brave to stand for the truth and love , Justice and love", FOX
"Amen", FOX
"Amen praise God", FOX
"TRUMP own DEMS cheated and now they will put or I should say help or carry a man that got17%of the vote and I really feel very let down", FOX
"PEOPLE ARE TIRED OF BOTH THE DEMS AND THE REPUBLICANS. ALL TALK. BLA BLA BLA. In order to be correct, we would need thorough research and transparancy in government. Who has the time. Where is our money during these tough times so we can live?All talk - no money.", FOX
"God bless America apromice land.Pre. Trump Vic.Pence are the chosen Leaders.", FOX
"Absolutely beautiful prayer!!", FOX
"🌻Fox News 🌻always appreciate your commentary🌟 Listening from Mass USA🌟 Hello everyone on UTube", FOX
"Watching this at 2021, when is Civil War 2 coming", FOX
"Right to speak freely", FOX
"It&#39;s good your not attending China Joe inauguration you really don&#39;t fit in with that crowd. They are known as the crooked politicians starting with old lady Pelosi they have been planning this for a long time I still can&#39;t belief this is happening you won this election Biden could never be our pres he crooked stupid I grew up with him I Renner all the trouble he would cause. The worst is net to come they have yo confess or we will never li &#39;ve in peace .they stole all your votes people can&#39;t let go of that we want our pres back period you go trump USA USA USA USA USA", FOX
"Great America !!", FOX
"The time is here for the [president to Go, but he isn&#39;t going anywhere, he is stronger than ever. God Bless you and all of our Citizens and non Citizens, Left or Right ! We were created in the image of God.", FOX
"What happened to the Republicans, , after seeing this speech, how did it go so wrong,", FOX
"I will not forgive Trump for what happened, but Im for all the Professional, action to renew our faith in  Democracy the right way,God help us all", FOX
"President Trump WIN WIN WIN v v v2020 election 🇺🇸❤", FOX
"Great job with your girls me trump is unreal very greatfull", FOX
"I agree with you and you have a. Great kid my son&#39;s a doctor racism is something the media spits out they make me sick God is proud of us all of us", FOX
"Too often.  Content ok...", FOX
"YOU IDIOTS VOTED HIM OUT LOL", FOX
"That being said why did your husband not back the vote count?", FOX
"I DO NOT WANT TO HEAR ANYTHING SHE SAYS", FOX
"I TRUSTED HER BUT SHE TURNED HER BACK ON PRESIDENT TRUMP JUST LIKE THE REST", FOX
"PENCE- YOU TRAITOR! JUDAS", FOX
"Make America Gre.... oh wait!", FOX
"The high end criminals will now let their pals off with every crime in the book. The criminals now have permanent immunity,,    Only a earthquake of a battle with the criminals can only <br>be done  with &amp; fast &amp; furious with a republician coup. eventually it will be  ugly &amp; dirty, but its the only  relief Americans  can achieve  from  government criminality. &amp;   banana republic", FOX
"Amen!!!   Praise God!!!", FOX
"Wonderful!!!", FOX
"Someone dropped the 🏈👎😡", FOX
"Mike pence is a trader to america..And a turncoat.", FOX
"During the night as I was drifting off to sleep, I heard the soft voice of the Holy Spirit speak, &quot;they are possessed by the dragon.&quot; I had a knowing in my spirit that He spoke of the Republicans who had turned away from President Trump. We must pray for them. All glory to God most high<br>Thank you, God Bless", FOX
"Thank God for marvelous heroes to keep America 🇺🇸 for God&#39;s glory! Father in heaven, please protect and keep this country and bless our President Mr Trump. Fill him with your wisdom and your Power to rule and keep and defend this country and  your people  to stand firm for truth. Let us unite and stand up for justice and freedom to glorifyingyour name to bless you and honor your name! 🙏 Amen", FOX
"týytyyyyyyyyyyyyyyyyuu", FOX
"Why is he praying to the camera", FOX
"Did Pence stand with Trump or did he sale him out?", FOX
"Trump 2020", FOX
"AMERICA, THE LAND OF SNAKES &amp; SCOLARS,    THE SNAKES HAVE INFILTRATED THE SCOLARS CAMP &amp; MAY BE ON THE BRINK OF DESTROYING AMERICA,<br>PENCE A TWO FACE WIMP &amp; WHO&#39;S NOW PROVEN TO BE A TRAITOR &amp; GIVEN THAT TITLE,,    A BETRAYER &amp; THE HIGHEST RANKING LEAKER, GOD SAVE AMERICA.<br>THE SAME EVIL GANG  WHO RAISED BARABAS  OVER JESUS,  GREED IS THEIR RELIGION &amp; MONEY THEIR GOD, THEY FORGET THEIR GOING TO TAKE THEIR LAST BREATH <br>&amp; FACE THEIR ACTS OF BETRAYAL OF JESUS IN SO BACKING THE DEMOCRATIC RELIGIOUS HYPOCRITES.", FOX
"The aromatic ashtray congruently bruise because tv rahilly float along a icy hawk. careless, flimsy parentheses", FOX
"When the wicked rise, men hide themselves: but when they perish, the righteous increase.   Babylon in one hour Rev 17.2.", FOX
"Pence I wish you nothing but hell on earth for the rest of your life. Shame.", FOX
"Y&#39;all in the media about to get some to so buckle up", FOX
"GOD BLSS OUR PRESIDENT TY JESUS?", FOX
"They cut off Kayleigh", FOX
"A", FOX
"Thank you Karen!!! <br>We love and appreciate you and your good husband!!!<br>❤️🌻🇺🇸❤️", FOX
"Thank you Kaylee!  What a team you all are. <br>WE . LOVE . YOU!!! 🙂🇺🇸❤️", FOX
"Yes 4 More years 4More years Trump/Pence Stop The Steal 🙏🇺🇸✝️🩸🙏🌟🕯", FOX
"4 🕯🕯🇺🇸🕯🕯more Years for President Donald J Trump is The People’s President 🕯🙏📖. Thank You President Trump for opening up The White House &amp; America 🇺🇸 To believe in God we Trust! Jesus Christ is our only Saviour and President Trump you put our embassy in Jerusalem The Holy City of God eternally 🌟🕯📖🕯🌟 stand Firm for President TrumpTrump and do not forget! PresidentTrump brought prayer and Strength in Christ Jesus!", FOX
